0.
0.
0.
1.
0.1
39
14.155 23.23
20.5824 -15.1224
-8.23886 13.4115
-11.1113 2.6985
-1.13015 6.44355
-6.76078 0.670046
22.6115 20.8098
6.78559 10.8648
-17.9199 5.34844
-24.185 -12.8557
-18.1384 15.2088
-17.166 -12.95278
-18.5105 -19.5596
24.9462 -14.0872
-0.64662 16.9556
5.63199 -10.1984
6.87761 1.21436
-0.320851 23.6388
-10.3742 13.5679
2.33725 13.4957
-4.98857 19.5765
-10.8343 -7.37708
15.3862 20.9513
-21.5122 22.4664
3.29977 -20.6972
-15.3893 8.16135
19.5116 -7.55535
-21.7914 -23.9988
-4.11491 -21.8452
-13.086 23.5317
20.1104 17.546
-11.6667 1.98802
-6.23965 13.0124
0.626768 8.38619
1.58032 -23.036
-5.11812 21.5918
21.5405 11.0476
-10.7853 11.9267
6.99894 -7.29757
